comment,cleaned_comments,Tagged
"این لپ تاپ سخت افزار خیلی قوی داره واز پس هرکاری به راحتی بر میادحتی بازی های بروز البته با تنظیمات گرافیکی پایین.
ازنظر قابل حمل بودن هم مشکلی نداره به علت باریک بودنش.از نظر امکانات خوب دیگش میشه به باتری خوب،داشتن کیبرد فارسی همراه بک لایت اشاره کرد.
ازنظرمعایب فقط دو مورد میشه اشاره کرد که اولا کیفیت صفحه نمایش که خیلی متوسط و دوم ، قسمت تایپ و استراحت گاه کیبرد که به دلیل فلزی بودن  کثیفی رو جزب میکنه .
باصرف نظر از معایب ، در صورت اینکه هارد این لپتاپ رو به ssd  تغییر بدین،میتونیدیکی از قویترین کانفیگ های موجود روی لب تاپ ها رو تجربه کنید.(درصورت متصل بودن لپتاپ به برق)","این لپ‌تاپ سخت‌افزار خیلی قوی داره واز پس هرکاری به راحتی بر میادحتی بازی‌های بروز البته با تنظیمات گرافیکی پایین 
ازنظر قابل‌حمل بودن هم مشکلی نداره به علت باریک بودنش از نظر امکانات خوب دیگش میشه به باتری خوب داشتن کیبرد فارسی همراه بک لایت اشاره کرد 
ازنظرمعایب فقط دو مورد میشه اشاره کرد که اولا کیفیت صفحه نمایش که خیلی متوسط و دوم قسمت تایپ و استراحت گاه کیبرد که به دلیل فلزی بودن کثیفی رو جزب میکنه 
باصرف نظر از معایب در صورت اینکه هارد این لپتاپ رو به ssd تغییر بدین میتونیدیکی از قویترین کانفیگ‌های موجود روی لب تاپ‌ها رو تجربه کنید درصورت متصل بودن لپتاپ به برق","[('این', 'DET'), ('لپ\u200cتاپ', 'NOUN'), ('سخت\u200cافزار', 'NOUN'), ('خیلی', 'ADV'), ('قوی', 'ADJ'), ('داره', 'VERB'), ('واز', 'NOUN'), ('پس', 'ADP'), ('هرکاری', 'NOUN'), ('به', 'ADP'), ('راحتی', 'NOUN'), ('بر', 'ADP'), ('میادحتی', 'NOUN'), ('بازی\u200cهای', 'NOUN,EZ'), ('بروز', 'NOUN,EZ'), ('البته', 'ADV'), ('با', 'ADP'), ('تنظیمات', 'NOUN,EZ'), ('گرافیکی', 'ADJ'), ('پایین', 'ADP,EZ'), ('ازنظر', 'NOUN,EZ'), ('قابل\u200cحمل', 'ADJ'), ('بودن', 'NOUN'), ('هم', 'CCONJ'), ('مشکلی', 'NOUN'), ('نداره', 'VERB'), ('به', 'ADP'), ('علت', 'NOUN,EZ'), ('باریک', 'ADJ'), ('بودنش', 'NOUN'), ('از', 'ADP'), ('نظر', 'NOUN,EZ'), ('امکانات', 'NOUN,EZ'), ('خوب', 'ADJ'), ('دیگش', 'PRON'), ('میشه', 'VERB'), ('به', 'ADP'), ('باتری', 'NOUN,EZ'), ('خوب', 'ADJ'), ('داشتن', 'NOUN,EZ'), ('کیبرد', 'NOUN,EZ'), ('فارسی', 'NOUN'), ('همراه', 'NOUN,EZ'), ('بک', 'NOUN'), ('لایت', 'NOUN'), ('اشاره', 'NOUN'), ('کرد', 'VERB'), ('ازنظرمعایب', 'CCONJ'), ('فقط', 'ADV'), ('دو', 'NUM'), ('مورد', 'NOUN,EZ'), ('میشه', 'NOUN'), ('اشاره', 'NOUN'), ('کرد', 'VERB'), ('که', 'SCONJ'), ('اولا', 'ADV'), ('کیفیت', 'NOUN,EZ'), ('صفحه', 'NOUN,EZ'), ('نمایش', 'NOUN'), ('که', 'SCONJ'), ('خیلی', 'ADV'), ('متوسط', 'ADJ'), ('و', 'CCONJ'), ('دوم', 'ADJ'), ('قسمت', 'NOUN,EZ'), ('تایپ', 'NOUN'), ('و', 'CCONJ'), ('استراحت', 'NOUN'), ('گاه', 'ADV'), ('کیبرد', 'NOUN'), ('که', 'SCONJ'), ('به', 'ADP'), ('دلیل', 'NOUN,EZ'), ('فلزی', 'ADJ'), ('بودن', 'NOUN,EZ'), ('کثیفی', 'ADJ'), ('رو', 'ADP'), ('جزب', 'NOUN'), ('میکنه', 'VERB'), ('باصرف', 'NOUN,EZ'), ('نظر', 'NOUN'), ('از', 'ADP'), ('معایب', 'NOUN'), ('در', 'ADP'), ('صورت', 'NOUN,EZ'), ('اینکه', 'CCONJ'), ('هارد', 'NOUN'), ('این', 'DET'), ('لپتاپ', 'NOUN'), ('رو', 'ADP'), ('به', 'ADP'), ('ssd', 'NOUN'), ('تغییر', 'NOUN'), ('بدین', 'ADP'), ('میتونیدیکی', 'NOUN'), ('از', 'ADP'), ('قویترین', 'ADJ'), ('کانفیگ\u200cهای', 'NOUN,EZ'), ('موجود', 'ADJ'), ('روی', 'ADP,EZ'), ('لب', 'NOUN,EZ'), ('تاپ\u200cها', 'NOUN'), ('رو', 'ADP'), ('تجربه', 'NOUN'), ('کنید', 'VERB'), ('درصورت', 'NOUN'), ('متصل', 'ADJ'), ('بودن', 'NOUN,EZ'), ('لپتاپ', 'NOUN'), ('به', 'ADP'), ('برق', 'NOUN')]"
فدق العادس,فدق العادس,"[('فدق', 'NOUN,EZ'), ('العادس', 'NOUN')]"
فقط صداش یکم زیاده ولی واقعا می ارزه من تو شگفت انگیز خریدم چند روزه دارم استفاده می کنم تاحالا که خداروشکر عالیه,فقط صداش یکم زیاده ولی واقعا می‌ارزه من تو شگفت‌انگیز خریدم چند روزه دارم استفاده می‌کنم تاحالا که خداروشکر عالیه,"[('فقط', 'ADV'), ('صداش', 'NOUN'), ('یکم', 'NUM'), ('زیاده', 'VERB'), ('ولی', 'CCONJ'), ('واقعا', 'ADV'), ('می\u200cارزه', 'VERB'), ('من', 'PRON'), ('تو', 'PRON'), ('شگفت\u200cانگیز', 'ADJ'), ('خریدم', 'VERB'), ('چند', 'DET'), ('روزه', 'NOUN'), ('دارم', 'VERB'), ('استفاده', 'NOUN'), ('می\u200cکنم', 'VERB'), ('تاحالا', 'NOUN'), ('که', 'SCONJ'), ('خداروشکر', 'NOUN,EZ'), ('عالیه', 'ADJ')]"
این گلس اصلا برای گوشی j7 pro 2017  نیست همونجور که تو عکس معلومه این گلس برای گلکسی j7 2016 هستش .,این گلس اصلا برای گوشی j ۷ pro ۲۰۱۷ نیست همونجور که تو عکس معلومه این گلس برای گلکسی j ۷ ۲۰۱۶ هستش,"[('این', 'DET'), ('گلس', 'NOUN'), ('اصلا', 'ADV'), ('برای', 'ADP,EZ'), ('گوشی', 'NOUN,EZ'), ('j', 'NOUN'), ('۷', 'NUM'), ('pro', 'NOUN'), ('۲۰۱۷', 'NUM'), ('نیست', 'VERB'), ('همونجور', 'NOUN'), ('که', 'SCONJ'), ('تو', 'PRON'), ('عکس', 'NOUN'), ('معلومه', 'VERB'), ('این', 'DET'), ('گلس', 'NOUN'), ('برای', 'ADP,EZ'), ('گلکسی', 'NOUN'), ('j', 'NOUN'), ('۷', 'NUM'), ('۲۰۱۶', 'NUM'), ('هستش', 'NOUN')]"
این ساعت بسیار زیبا طراحی و ساخته شده و کیفیت ساختش کاملا مشخصه. ممنون از دیجی کالا,این ساعت بسیار زیبا طراحی و ساخته‌شده و کیفیت ساختش کاملا مشخصه ممنون از دیجی کالا,"[('این', 'DET'), ('ساعت', 'NOUN'), ('بسیار', 'ADV'), ('زیبا', 'ADJ'), ('طراحی', 'NOUN'), ('و', 'CCONJ'), ('ساخته\u200cشده', 'ADJ'), ('و', 'CCONJ'), ('کیفیت', 'NOUN,EZ'), ('ساختش', 'NOUN'), ('کاملا', 'ADV'), ('مشخصه', 'NOUN,EZ'), ('ممنون', 'ADJ'), ('از', 'ADP'), ('دیجی', 'ADJ,EZ'), ('کالا', 'NOUN')]"
نورش کمم نیست درسته مثل این شش واتا نور نداره.ولی قابل قبوله وتو چشم نمیزنه اذیت بشی.از دستمم افتاد از لوستر هیچ چیش نشد.کلا خوبه نسبت به قیمتش مفته.نورشم متوسته نه کم نه زیاد.من که ازش رازیم.مثلا یه لوستر شش شعله رو من سه تا از این محصول انداختم وسه تا هم هفت وات هشت هزار تومنی.,نورش کمم نیست درسته مثل این شش واتا نور نداره ولی قابل قبوله وتو چشم نمیزنه اذیت بشی از دستمم افتاد از لوستر هیچ چیش نشد کلا خوبه نسبت به قیمتش مفته نورشم متوسته نه کم نه زیاد من که ازش رازیم مثلا یه لوستر شش شعله رو من سه تا از این محصول انداختم وسه تا هم هفت وات هشت هزار تومنی,"[('نورش', 'NOUN'), ('کمم', 'NOUN'), ('نیست', 'VERB'), ('درسته', 'VERB'), ('مثل', 'ADV,EZ'), ('این', 'DET'), ('شش', 'NUM'), ('واتا', 'NOUN'), ('نور', 'NOUN'), ('نداره', 'VERB'), ('ولی', 'CCONJ'), ('قابل', 'ADJ,EZ'), ('قبوله', 'NOUN,EZ'), ('وتو', 'NOUN,EZ'), ('چشم', 'NOUN'), ('نمیزنه', 'VERB'), ('اذیت', 'NOUN,EZ'), ('بشی', 'ADJ'), ('از', 'ADP'), ('دستمم', 'NOUN'), ('افتاد', 'VERB'), ('از', 'ADP'), ('لوستر', 'NOUN'), ('هیچ', 'DET'), ('چیش', 'NOUN'), ('نشد', 'VERB'), ('کلا', 'ADV'), ('خوبه', 'VERB'), ('نسبت', 'NOUN'), ('به', 'ADP'), ('قیمتش', 'NOUN'), ('مفته', 'ADJ,EZ'), ('نورشم', 'NOUN,EZ'), ('متوسته', 'ADJ'), ('نه', 'ADV'), ('کم', 'ADJ'), ('نه', 'ADV'), ('زیاد', 'ADJ,EZ'), ('من', 'PRON'), ('که', 'SCONJ'), ('ازش', 'ADP'), ('رازیم', 'VERB'), ('مثلا', 'ADV'), ('یه', 'NUM'), ('لوستر', 'NOUN'), ('شش', 'NUM'), ('شعله', 'NOUN'), ('رو', 'ADP'), ('من', 'PRON'), ('سه', 'NUM'), ('تا', 'ADP'), ('از', 'ADP'), ('این', 'DET'), ('محصول', 'NOUN'), ('انداختم', 'VERB'), ('وسه', 'NOUN'), ('تا', 'ADP'), ('هم', 'CCONJ'), ('هفت', 'NUM'), ('وات', 'NOUN'), ('هشت', 'NUM'), ('هزار', 'NUM'), ('تومنی', 'NOUN')]"
به نظر من واقعا ارزش خریدش را داره.چون شما فقط پول خود گوشی را میدید ولی اگه یه برند معروف با همین مشخصات بگیرید باید بالای یه میلیون پیاده شوید و بقیه پول را بابت برند گوشی میدید.,به نظر من واقعا ارزش خریدش را داره چون شما فقط پول خود گوشی را می‌دید ولی اگه یه برند معروف با همین مشخصات بگیرید باید بالای یه میلیون پیاده شوید و بقیه پول را بابت برند گوشی می‌دید,"[('به', 'ADP'), ('نظر', 'NOUN,EZ'), ('من', 'PRON'), ('واقعا', 'ADV'), ('ارزش', 'NOUN,EZ'), ('خریدش', 'NOUN'), ('را', 'ADP'), ('داره', 'VERB'), ('چون', 'SCONJ'), ('شما', 'PRON'), ('فقط', 'ADV'), ('پول', 'NOUN,EZ'), ('خود', 'PRON'), ('گوشی', 'NOUN'), ('را', 'ADP'), ('می\u200cدید', 'VERB'), ('ولی', 'CCONJ'), ('اگه', 'SCONJ'), ('یه', 'NUM'), ('برند', 'VERB'), ('معروف', 'ADJ'), ('با', 'ADP'), ('همین', 'DET'), ('مشخصات', 'NOUN'), ('بگیرید', 'VERB'), ('باید', 'VERB'), ('بالای', 'ADP,EZ'), ('یه', 'NUM'), ('میلیون', 'NUM'), ('پیاده', 'ADJ'), ('شوید', 'VERB'), ('و', 'CCONJ'), ('بقیه', 'NOUN,EZ'), ('پول', 'NOUN'), ('را', 'ADP'), ('بابت', 'ADP,EZ'), ('برند', 'NOUN'), ('گوشی', 'NOUN'), ('می\u200cدید', 'VERB')]"
من خرید کردم و بسیار عالی است,من خرید کردم و بسیار عالی است,"[('من', 'PRON'), ('خرید', 'NOUN'), ('کردم', 'VERB'), ('و', 'CCONJ'), ('بسیار', 'ADV'), ('عالی', 'ADJ'), ('است', 'VERB')]"
عالی و دقیق با فشار سنج جیوه ای مقایسه کردیم نتیجه فرق نداشت,عالی و دقیق با فشار سنج جیوه‌ای مقایسه کردیم نتیجه فرق نداشت,"[('عالی', 'ADJ'), ('و', 'CCONJ'), ('دقیق', 'ADJ'), ('با', 'ADP'), ('فشار', 'NOUN,EZ'), ('سنج', 'ADJ,EZ'), ('جیوه\u200cای', 'NOUN'), ('مقایسه', 'NOUN'), ('کردیم', 'VERB'), ('نتیجه', 'NOUN'), ('فرق', 'NOUN'), ('نداشت', 'VERB')]"
راحت سفارش دادم خیلی خوب هم تحویل گرفتم ، پیشنهاد میکنم,راحت سفارش دادم خیلی خوب هم تحویل گرفتم پیشنهاد می‌کنم,"[('راحت', 'ADV'), ('سفارش', 'NOUN'), ('دادم', 'VERB'), ('خیلی', 'ADV'), ('خوب', 'ADJ'), ('هم', 'CCONJ'), ('تحویل', 'NOUN'), ('گرفتم', 'VERB'), ('پیشنهاد', 'NOUN'), ('می\u200cکنم', 'VERB')]"
اگه زودتر تلویزیون و رادیوشو هم راه اندازی کنن عالیه,اگه زودتر تلویزیون و رادیوشو هم راه‌اندازی کنن عالیه,"[('اگه', 'SCONJ'), ('زودتر', 'ADV'), ('تلویزیون', 'NOUN'), ('و', 'CCONJ'), ('رادیوشو', 'NOUN'), ('هم', 'CCONJ'), ('راه\u200cاندازی', 'NOUN,EZ'), ('کنن', 'NOUN,EZ'), ('عالیه', 'ADJ')]"
"سبک و خوش‌دست
راحت میتونی خودت موهاتو در زمان کوتاه صاف کنی، دردسر سشوار و اتومو نداره
ریزش مو واقعا کمتر نسبت به سشوار
بی‌صدا
تولید یون
رو موهای موجی و فر امتحان کردم، خوب صاف کرد.
اگه انتظار دارین موهاتون شلاقی شه خب باید با سشوار و اتومو بکش بکش کنین موهاتونو و قطعا آسیب بیشتری میرسونه به موهاتون
واقعا راضی بودم و هدیه هم گرفتم برای مادرم.; ممنون دیجی‌کالا","سبک و خوش‌دست
راحت میتونی خودت موهاتو در زمان کوتاه صاف کنی دردسر سشوار و اتومو نداره
ریزش مو واقعا کمتر نسبت به سشوار
بی‌صدا
تولید یون
رو موهای موجی و فر امتحان کردم خوب صاف کرد 
اگه انتظار دارین موهاتون شلاقی شه خب باید با سشوار و اتومو بکش بکش کنین موهاتونو و قطعا آسیب بیشتری میرسونه به موهاتون
واقعا راضی بودم و هدیه هم گرفتم برای مادرم  ممنون دیجی‌کالا","[('سبک', 'NOUN'), ('و', 'CCONJ'), ('خوش\u200cدست', 'ADJ'), ('راحت', 'ADJ,EZ'), ('میتونی', 'NOUN,EZ'), ('خودت', 'PRON'), ('موهاتو', 'NOUN'), ('در', 'ADP'), ('زمان', 'NOUN,EZ'), ('کوتاه', 'ADJ'), ('صاف', 'ADJ'), ('کنی', 'VERB'), ('دردسر', 'NOUN,EZ'), ('سشوار', 'ADJ'), ('و', 'CCONJ'), ('اتومو', 'NOUN'), ('نداره', 'VERB'), ('ریزش', 'NOUN,EZ'), ('مو', 'NOUN'), ('واقعا', 'ADV'), ('کمتر', 'ADJ'), ('نسبت', 'NOUN'), ('به', 'ADP'), ('سشوار', 'NOUN'), ('بی\u200cصدا', 'ADV'), ('تولید', 'NOUN,EZ'), ('یون', 'NOUN'), ('رو', 'ADP'), ('موهای', 'NOUN,EZ'), ('موجی', 'ADJ'), ('و', 'CCONJ'), ('فر', 'NOUN'), ('امتحان', 'NOUN'), ('کردم', 'VERB'), ('خوب', 'ADV'), ('صاف', 'ADJ'), ('کرد', 'VERB'), ('اگه', 'SCONJ'), ('انتظار', 'NOUN'), ('دارین', 'VERB'), ('موهاتون', 'NOUN'), ('شلاقی', 'NOUN'), ('شه', 'NOUN'), ('خب', 'ADV'), ('باید', 'VERB'), ('با', 'ADP'), ('سشوار', 'NOUN'), ('و', 'CCONJ'), ('اتومو', 'NOUN'), ('بکش', 'VERB'), ('بکش', 'NOUN'), ('کنین', 'VERB'), ('موهاتونو', 'NOUN'), ('و', 'CCONJ'), ('قطعا', 'ADV'), ('آسیب', 'NOUN,EZ'), ('بیشتری', 'ADJ'), ('میرسونه', 'NOUN'), ('به', 'ADP'), ('موهاتون', 'NOUN'), ('واقعا', 'ADV'), ('راضی', 'ADJ'), ('بودم', 'VERB'), ('و', 'CCONJ'), ('هدیه', 'NOUN'), ('هم', 'CCONJ'), ('گرفتم', 'VERB'), ('برای', 'ADP,EZ'), ('مادرم', 'NOUN'), ('ممنون', 'ADJ'), ('دیجی\u200cکالا', 'ADJ')]"
"راضی بودم. نرم میکنه و واقعا خوشبوعه، حس خوبی میده.
پیشنهاد میکنم امتحان کنین.","راضی بودم نرم میکنه و واقعا خوشبوعه حس خوبی میده 
پیشنهاد می‌کنم امتحان کنین","[('راضی', 'ADJ'), ('بودم', 'VERB'), ('نرم', 'ADJ'), ('میکنه', 'VERB'), ('و', 'CCONJ'), ('واقعا', 'ADV'), ('خوشبوعه', 'NOUN,EZ'), ('حس', 'NOUN,EZ'), ('خوبی', 'ADJ'), ('میده', 'VERB'), ('پیشنهاد', 'NOUN'), ('می\u200cکنم', 'VERB'), ('امتحان', 'NOUN,EZ'), ('کنین', 'NOUN')]"
من از دیجی کالا یک نفر دیگه خریده برام جنس بدنه آنقدر هم میگن بد نیست و مقدار شارژ هم خوبه عالی نیست بهتره واقع بین باشم,من از دیجی کالا یک نفر دیگه خریده برام جنس بدنه آنقدر هم میگن بد نیست و مقدار شارژ هم خوبه عالی نیست بهتره واقع‌بین باشم,"[('من', 'PRON'), ('از', 'ADP'), ('دیجی', 'ADJ,EZ'), ('کالا', 'NOUN'), ('یک', 'NUM'), ('نفر', 'NOUN'), ('دیگه', 'PRON'), ('خریده', 'VERB'), ('برام', 'ADP'), ('جنس', 'NOUN,EZ'), ('بدنه', 'NOUN'), ('آنقدر', 'ADV'), ('هم', 'CCONJ'), ('میگن', 'NOUN'), ('بد', 'ADJ'), ('نیست', 'VERB'), ('و', 'CCONJ'), ('مقدار', 'NOUN,EZ'), ('شارژ', 'NOUN'), ('هم', 'CCONJ'), ('خوبه', 'VERB'), ('عالی', 'ADJ'), ('نیست', 'VERB'), ('بهتره', 'VERB'), ('واقع\u200cبین', 'ADJ'), ('باشم', 'VERB')]"
پوست رو شاداب و نرم میکنه، تمیزکنندگیشم خیلی خوبه.,پوست رو شاداب و نرم میکنه تمیزکنندگیشم خیلی خوبه,"[('پوست', 'NOUN'), ('رو', 'ADP'), ('شاداب', 'ADJ'), ('و', 'CCONJ'), ('نرم', 'ADJ'), ('میکنه', 'VERB'), ('تمیزکنندگیشم', 'NOUN,EZ'), ('خیلی', 'ADV'), ('خوبه', 'VERB')]"
کاورش خیلی خوب نبود و اینکه روشن نیس ولی بد هم نیس قابل قبوله,کاورش خیلی خوب نبود و اینکه روشن نیس ولی بد هم نیس قابل قبوله,"[('کاورش', 'NOUN'), ('خیلی', 'ADV'), ('خوب', 'ADJ'), ('نبود', 'VERB'), ('و', 'CCONJ'), ('اینکه', 'CCONJ'), ('روشن', 'ADJ'), ('نیس', 'VERB'), ('ولی', 'CCONJ'), ('بد', 'ADJ'), ('هم', 'CCONJ'), ('نیس', 'NOUN'), ('قابل', 'ADJ,EZ'), ('قبوله', 'NOUN')]"
خریدن ابن تلفن همراه به نظرم بزرگ ترین اشتباهه,خریدن ابن تلفن همراه به نظرم بزرگ‌ترین اشتباهه,"[('خریدن', 'NOUN,EZ'), ('ابن', 'NOUN,EZ'), ('تلفن', 'NOUN'), ('همراه', 'NOUN'), ('به', 'ADP'), ('نظرم', 'NOUN'), ('بزرگ\u200cترین', 'ADJ'), ('اشتباهه', 'NOUN')]"
"ماشین من پرشیاست
وقتی با سرعت 100 حرکت میکردم صدای موتور  داخل کابین میومد 
خیلی اعصابمو به هم ریخته بود
بیرول هم ریختم ولی فرقی نکرد
خواستم  توتال هم تست کنم
اینو گرفتم و ریختم تو ماشین
دیگه صدا کاملا قطع شد و تو سرعت بالا دیگه خیلی نرم کار میکنه موتور","ماشین من پرشیاست
وقتی با سرعت ۱۰۰ حرکت می‌کردم صدای موتور داخل کابین میومد
خیلی اعصابمو به هم ریخته بود
بیرول هم ریختم ولی فرقی نکرد
خواستم توتال هم تست کنم
اینو گرفتم و ریختم تو ماشین
دیگه صدا کاملا قطع شد و تو سرعت بالا دیگه خیلی نرم کار میکنه موتور","[('ماشین', 'NOUN,EZ'), ('من', 'PRON'), ('پرشیاست', 'VERB'), ('وقتی', 'SCONJ'), ('با', 'ADP'), ('سرعت', 'NOUN,EZ'), ('۱۰۰', 'NUM'), ('حرکت', 'NOUN'), ('می\u200cکردم', 'VERB'), ('صدای', 'NOUN,EZ'), ('موتور', 'NOUN,EZ'), ('داخل', 'ADP,EZ'), ('کابین', 'NOUN,EZ'), ('میومد', 'NOUN'), ('خیلی', 'ADV'), ('اعصابمو', 'NOUN'), ('به', 'ADP'), ('هم', 'PRON'), ('ریخته_بود', 'VERB'), ('بیرول', 'NOUN'), ('هم', 'CCONJ'), ('ریختم', 'VERB'), ('ولی', 'CCONJ'), ('فرقی', 'NOUN'), ('نکرد', 'VERB'), ('خواستم', 'VERB'), ('توتال', 'NOUN'), ('هم', 'CCONJ'), ('تست', 'NOUN'), ('کنم', 'VERB'), ('اینو', 'PRON'), ('گرفتم', 'VERB'), ('و', 'CCONJ'), ('ریختم', 'VERB'), ('تو', 'PRON'), ('ماشین', 'NOUN,EZ'), ('دیگه', 'ADV'), ('صدا', 'NOUN'), ('کاملا', 'ADV'), ('قطع', 'NOUN'), ('شد', 'VERB'), ('و', 'CCONJ'), ('تو', 'PRON'), ('سرعت', 'NOUN,EZ'), ('بالا', 'ADJ'), ('دیگه', 'PRON'), ('خیلی', 'ADV'), ('نرم', 'ADJ'), ('کار', 'NOUN'), ('میکنه', 'VERB'), ('موتور', 'NOUN')]"
"واقعا به درد نمیخوره 
یه نخ بستن به کرم بعد میگن سحر امیز","واقعا به درد نمیخوره
یه نخ بستن به کرم بعد میگن سحر امیز","[('واقعا', 'ADV'), ('به', 'ADP'), ('درد', 'NOUN'), ('نمیخوره', 'VERB'), ('یه', 'NUM'), ('نخ', 'NOUN'), ('بستن', 'NOUN'), ('به', 'ADP'), ('کرم', 'NOUN'), ('بعد', 'CCONJ'), ('میگن', 'NOUN,EZ'), ('سحر', 'NOUN,EZ'), ('امیز', 'ADJ')]"
از هر نظر خوبه,از هر نظر خوبه,"[('از', 'ADP'), ('هر', 'DET'), ('نظر', 'NOUN'), ('خوبه', 'VERB')]"
این خودنویس یکی از زیباترین و دوست‌داشتنی‌ترین خودنویس‌های منه اما به خاطر پیدا نکردن کانورتر جوهر فابر بیشتر از یکی دو ماه نتونستم ازش استفاده کنم و وقتی کارتریج همراه خودنویس تموم شد، خودنویس هم بی‌استفاده موند. متأسفانه لوازم جانبی خودنویس‌های فابر از قبیل کارتریج یا کانورتر (پمپ جوهر قابل شارژ) در ایران کم‌یاب و حتی می‌شه گفت نایابه! امیدوارم دیجی‌کالا این مشکل رو هم از طریق نمایندگی‌های محصولات فابرکاستل برطرف کنه,این خودنویس یکی از زیباترین و دوست‌داشتنی‌ترین خودنویس‌های منه اما به خاطر پیدا نکردن کانورتر جوهر فابر بیشتر از یکی دو ماه نتونستم ازش استفاده کنم و وقتی کارتریج همراه خودنویس تموم شد خودنویس هم بی‌استفاده موند متأسفانه لوازم جانبی خودنویس‌های فابر از قبیل کارتریج یا کانورتر پمپ جوهر قابل شارژ در ایران کم‌یاب و حتی می‌شه گفت نایابه امیدوارم دیجی‌کالا این مشکل رو هم از طریق نمایندگی‌های محصولات فابرکاستل برطرف کنه,"[('این', 'DET'), ('خودنویس', 'NOUN'), ('یکی', 'NUM'), ('از', 'ADP'), ('زیباترین', 'ADJ'), ('و', 'CCONJ'), ('دوست\u200cداشتنی\u200cترین', 'ADJ'), ('خودنویس\u200cهای', 'NOUN,EZ'), ('منه', 'NOUN'), ('اما', 'CCONJ'), ('به', 'ADP'), ('خاطر', 'NOUN'), ('پیدا', 'ADJ'), ('نکردن', 'NOUN,EZ'), ('کانورتر', 'ADJ'), ('جوهر', 'NOUN,EZ'), ('فابر', 'NOUN'), ('بیشتر', 'ADJ'), ('از', 'ADP'), ('یکی', 'NUM'), ('دو', 'NUM'), ('ماه', 'NOUN'), ('نتونستم', 'VERB'), ('ازش', 'ADP'), ('استفاده', 'NOUN'), ('کنم', 'VERB'), ('و', 'CCONJ'), ('وقتی', 'SCONJ'), ('کارتریج', 'NOUN'), ('همراه', 'NOUN,EZ'), ('خودنویس', 'NOUN'), ('تموم', 'ADJ'), ('شد', 'VERB'), ('خودنویس', 'NOUN'), ('هم', 'CCONJ'), ('بی\u200cاستفاده', 'ADJ'), ('موند', 'VERB'), ('متأسفانه', 'ADV'), ('لوازم', 'NOUN,EZ'), ('جانبی', 'ADJ,EZ'), ('خودنویس\u200cهای', 'NOUN,EZ'), ('فابر', 'NOUN'), ('از', 'ADP'), ('قبیل', 'NOUN,EZ'), ('کارتریج', 'NOUN'), ('یا', 'CCONJ'), ('کانورتر', 'ADJ'), ('پمپ', 'NOUN,EZ'), ('جوهر', 'NOUN,EZ'), ('قابل', 'ADJ,EZ'), ('شارژ', 'NOUN'), ('در', 'ADP'), ('ایران', 'NOUN'), ('کم\u200cیاب', 'ADJ'), ('و', 'CCONJ'), ('حتی', 'ADV'), ('می\u200cشه', 'VERB'), ('گفت', 'VERB'), ('نایابه', 'NOUN'), ('امیدوارم', 'VERB'), ('دیجی\u200cکالا', 'ADV'), ('این', 'DET'), ('مشکل', 'NOUN'), ('رو', 'ADP'), ('هم', 'CCONJ'), ('از', 'ADP'), ('طریق', 'NOUN,EZ'), ('نمایندگی\u200cهای', 'NOUN,EZ'), ('محصولات', 'NOUN,EZ'), ('فابرکاستل', 'NOUN'), ('برطرف', 'ADJ'), ('کنه', 'VERB')]"
